,Query,Code,replace_subsysname,replace_fngname,replace_scadades,replace_scadaname,replace_scadafno,replace_alarmno,replace_alarmdes,replace_feventdetails
59,Show all specific preventive actions for Blades of the wind turbine,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Blades""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
60,What specific preventive maintenance activities are required for the wind turbine Blades?,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Blades""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
61,Show specific predictive activities for the wind turbine Blades,"MATCH(n:Predictive)-[:ACTION]-(p)-[:FOR]-(q{name:""Blades""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
62,What are specific predictive activities for the Blades of the wind turbine?,"MATCH(n:Predictive)-[:ACTION]-(p)-[:FOR]-(q{name:""Blades""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
69,Show specific corrective actions for fault event affecting wind turbine Blades system,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Blades""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
70,What are specific corrective activities for fault event causing inconsistency in the wind turbineBlades System?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Blades""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
71,What are different fault events affecting the Blades System in the wind turbine?,"MATCH(p)-[:AFFECTS]-(q{name:""Blades""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
72,What fault events affect the wind turbine Blades System?,"MATCH(p)-[:AFFECTS]-(q{name:""Blades""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
76,What are specific corrective activities for fault in wind turbine Blades?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Blades""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
77,What are specific corrective actions for wind turbine fault events affecting the Blades?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Blades""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
78,What are all fault events in the wind turbine which affect Blades?,"MATCH(p)-[:AFFECTS]-(q{name:""Blades""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
79,What are specific preventive actions for systems composed of Blades in the wind turbine?,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q)-[:CONSISTSOF]-(r{name:""Blades""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
80,What are the specific preventive maintenance actions for wind turbine Blades?,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Blades""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
81,What are specific preventive activities for the wind turbine Blades System?,"MATCH(n:Preventive)-[:ACTION]-(p)-[:FOR]-(q{name:""Blades""}) RETURN p",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17,What is wind turbine functional group number for No fault?,"MATCH(n{name:""No fault""}) RETURN n.fno",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21,Show all details for wind turbine No fault functional group,"MATCH(n{name:""No fault""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27,Show description for wind turbine No fault functional group,"MATCH(n{name:""No fault""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32,What are important details for the No fault named wind turbine functional group?,"MATCH(n{name:""No fault""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
88,Show all details of fault events relating to No fault wind turbine functional group>,"MATCH(n:FaultEvents)-[:TYPE]-(p)-[:AFFECTS]-(q{name:""No fault""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
89,What are different parts of the No fault functional group for the wind turbine?,"MATCH(n{name:""No fault""})-[:CONSISTSOF]-(p) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
90,Show specific corrective actions for fault event affecting No fault functional group in the wind turbine,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""No fault""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91,What are different fault events in the wind turbine affecting the No fault functional group?,"MATCH(p)-[:AFFECTS]-(q{name:""No fault""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
92,Show details of the No fault functional group in the wind turbine?,"MATCH(n{name:""No fault""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17,What is wind turbine functional group number for Partial Performance-Degraded?,"MATCH(n{name:""Partial Performance-Degraded""}) RETURN n.fno",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21,Show all details for wind turbine Partial Performance-Degraded functional group,"MATCH(n{name:""Partial Performance-Degraded""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27,Show description for wind turbine Partial Performance-Degraded functional group,"MATCH(n{name:""Partial Performance-Degraded""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32,What are important details for the Partial Performance-Degraded named wind turbine functional group?,"MATCH(n{name:""Partial Performance-Degraded""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
88,Show all details of fault events relating to Partial Performance-Degraded wind turbine functional group>,"MATCH(n:FaultEvents)-[:TYPE]-(p)-[:AFFECTS]-(q{name:""Partial Performance-Degraded""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
89,What are different parts of the Partial Performance-Degraded functional group for the wind turbine?,"MATCH(n{name:""Partial Performance-Degraded""})-[:CONSISTSOF]-(p) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
90,Show specific corrective actions for fault event affecting Partial Performance-Degraded functional group in the wind turbine,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Partial Performance-Degraded""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91,What are different fault events in the wind turbine affecting the Partial Performance-Degraded functional group?,"MATCH(p)-[:AFFECTS]-(q{name:""Partial Performance-Degraded""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
92,Show details of the Partial Performance-Degraded functional group in the wind turbine?,"MATCH(n{name:""Partial Performance-Degraded""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17,What is wind turbine functional group number for Pitch System Interface Alarms?,"MATCH(n{name:""Pitch System Interface Alarms""}) RETURN n.fno",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21,Show all details for wind turbine Pitch System Interface Alarms functional group,"MATCH(n{name:""Pitch System Interface Alarms""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27,Show description for wind turbine Pitch System Interface Alarms functional group,"MATCH(n{name:""Pitch System Interface Alarms""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32,What are important details for the Pitch System Interface Alarms named wind turbine functional group?,"MATCH(n{name:""Pitch System Interface Alarms""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
88,Show all details of fault events relating to Pitch System Interface Alarms wind turbine functional group>,"MATCH(n:FaultEvents)-[:TYPE]-(p)-[:AFFECTS]-(q{name:""Pitch System Interface Alarms""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
89,What are different parts of the Pitch System Interface Alarms functional group for the wind turbine?,"MATCH(n{name:""Pitch System Interface Alarms""})-[:CONSISTSOF]-(p) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
90,Show specific corrective actions for fault event affecting Pitch System Interface Alarms functional group in the wind turbine,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Pitch System Interface Alarms""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91,What are different fault events in the wind turbine affecting the Pitch System Interface Alarms functional group?,"MATCH(p)-[:AFFECTS]-(q{name:""Pitch System Interface Alarms""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
92,Show details of the Pitch System Interface Alarms functional group in the wind turbine?,"MATCH(n{name:""Pitch System Interface Alarms""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17,What is wind turbine functional group number for Gearbox?,"MATCH(n{name:""Gearbox""}) RETURN n.fno",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21,Show all details for wind turbine Gearbox functional group,"MATCH(n{name:""Gearbox""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27,Show description for wind turbine Gearbox functional group,"MATCH(n{name:""Gearbox""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32,What are important details for the Gearbox named wind turbine functional group?,"MATCH(n{name:""Gearbox""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
88,Show all details of fault events relating to Gearbox wind turbine functional group>,"MATCH(n:FaultEvents)-[:TYPE]-(p)-[:AFFECTS]-(q{name:""Gearbox""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
89,What are different parts of the Gearbox functional group for the wind turbine?,"MATCH(n{name:""Gearbox""})-[:CONSISTSOF]-(p) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
90,Show specific corrective actions for fault event affecting Gearbox functional group in the wind turbine,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Gearbox""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91,What are different fault events in the wind turbine affecting the Gearbox functional group?,"MATCH(p)-[:AFFECTS]-(q{name:""Gearbox""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
92,Show details of the Gearbox functional group in the wind turbine?,"MATCH(n{name:""Gearbox""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17,What is wind turbine functional group number for Pitch System EFC Monitoring?,"MATCH(n{name:""Pitch System EFC Monitoring""}) RETURN n.fno",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21,Show all details for wind turbine Pitch System EFC Monitoring functional group,"MATCH(n{name:""Pitch System EFC Monitoring""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27,Show description for wind turbine Pitch System EFC Monitoring functional group,"MATCH(n{name:""Pitch System EFC Monitoring""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32,What are important details for the Pitch System EFC Monitoring named wind turbine functional group?,"MATCH(n{name:""Pitch System EFC Monitoring""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
88,Show all details of fault events relating to Pitch System EFC Monitoring wind turbine functional group>,"MATCH(n:FaultEvents)-[:TYPE]-(p)-[:AFFECTS]-(q{name:""Pitch System EFC Monitoring""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
89,What are different parts of the Pitch System EFC Monitoring functional group for the wind turbine?,"MATCH(n{name:""Pitch System EFC Monitoring""})-[:CONSISTSOF]-(p) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
90,Show specific corrective actions for fault event affecting Pitch System EFC Monitoring functional group in the wind turbine,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Pitch System EFC Monitoring""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91,What are different fault events in the wind turbine affecting the Pitch System EFC Monitoring functional group?,"MATCH(p)-[:AFFECTS]-(q{name:""Pitch System EFC Monitoring""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
92,Show details of the Pitch System EFC Monitoring functional group in the wind turbine?,"MATCH(n{name:""Pitch System EFC Monitoring""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17,What is wind turbine functional group number for PCS?,"MATCH(n{name:""PCS""}) RETURN n.fno",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21,Show all details for wind turbine PCS functional group,"MATCH(n{name:""PCS""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27,Show description for wind turbine PCS functional group,"MATCH(n{name:""PCS""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32,What are important details for the PCS named wind turbine functional group?,"MATCH(n{name:""PCS""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
88,Show all details of fault events relating to PCS wind turbine functional group>,"MATCH(n:FaultEvents)-[:TYPE]-(p)-[:AFFECTS]-(q{name:""PCS""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
89,What are different parts of the PCS functional group for the wind turbine?,"MATCH(n{name:""PCS""})-[:CONSISTSOF]-(p) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
90,Show specific corrective actions for fault event affecting PCS functional group in the wind turbine,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""PCS""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91,What are different fault events in the wind turbine affecting the PCS functional group?,"MATCH(p)-[:AFFECTS]-(q{name:""PCS""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
92,Show details of the PCS functional group in the wind turbine?,"MATCH(n{name:""PCS""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17,What is wind turbine functional group number for MVTR?,"MATCH(n{name:""MVTR""}) RETURN n.fno",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21,Show all details for wind turbine MVTR functional group,"MATCH(n{name:""MVTR""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27,Show description for wind turbine MVTR functional group,"MATCH(n{name:""MVTR""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32,What are important details for the MVTR named wind turbine functional group?,"MATCH(n{name:""MVTR""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
88,Show all details of fault events relating to MVTR wind turbine functional group>,"MATCH(n:FaultEvents)-[:TYPE]-(p)-[:AFFECTS]-(q{name:""MVTR""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
89,What are different parts of the MVTR functional group for the wind turbine?,"MATCH(n{name:""MVTR""})-[:CONSISTSOF]-(p) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
90,Show specific corrective actions for fault event affecting MVTR functional group in the wind turbine,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""MVTR""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91,What are different fault events in the wind turbine affecting the MVTR functional group?,"MATCH(p)-[:AFFECTS]-(q{name:""MVTR""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
92,Show details of the MVTR functional group in the wind turbine?,"MATCH(n{name:""MVTR""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17,What is wind turbine functional group number for Yaw Brake?,"MATCH(n{name:""Yaw Brake""}) RETURN n.fno",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21,Show all details for wind turbine Yaw Brake functional group,"MATCH(n{name:""Yaw Brake""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27,Show description for wind turbine Yaw Brake functional group,"MATCH(n{name:""Yaw Brake""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32,What are important details for the Yaw Brake named wind turbine functional group?,"MATCH(n{name:""Yaw Brake""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
88,Show all details of fault events relating to Yaw Brake wind turbine functional group>,"MATCH(n:FaultEvents)-[:TYPE]-(p)-[:AFFECTS]-(q{name:""Yaw Brake""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
89,What are different parts of the Yaw Brake functional group for the wind turbine?,"MATCH(n{name:""Yaw Brake""})-[:CONSISTSOF]-(p) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
90,Show specific corrective actions for fault event affecting Yaw Brake functional group in the wind turbine,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Yaw Brake""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91,What are different fault events in the wind turbine affecting the Yaw Brake functional group?,"MATCH(p)-[:AFFECTS]-(q{name:""Yaw Brake""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
92,Show details of the Yaw Brake functional group in the wind turbine?,"MATCH(n{name:""Yaw Brake""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17,What is wind turbine functional group number for Hydraulic System?,"MATCH(n{name:""Hydraulic System""}) RETURN n.fno",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21,Show all details for wind turbine Hydraulic System functional group,"MATCH(n{name:""Hydraulic System""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27,Show description for wind turbine Hydraulic System functional group,"MATCH(n{name:""Hydraulic System""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32,What are important details for the Hydraulic System named wind turbine functional group?,"MATCH(n{name:""Hydraulic System""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
88,Show all details of fault events relating to Hydraulic System wind turbine functional group>,"MATCH(n:FaultEvents)-[:TYPE]-(p)-[:AFFECTS]-(q{name:""Hydraulic System""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
89,What are different parts of the Hydraulic System functional group for the wind turbine?,"MATCH(n{name:""Hydraulic System""})-[:CONSISTSOF]-(p) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
90,Show specific corrective actions for fault event affecting Hydraulic System functional group in the wind turbine,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Hydraulic System""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91,What are different fault events in the wind turbine affecting the Hydraulic System functional group?,"MATCH(p)-[:AFFECTS]-(q{name:""Hydraulic System""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
92,Show details of the Hydraulic System functional group in the wind turbine?,"MATCH(n{name:""Hydraulic System""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17,What is wind turbine functional group number for Yaw?,"MATCH(n{name:""Yaw""}) RETURN n.fno",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21,Show all details for wind turbine Yaw functional group,"MATCH(n{name:""Yaw""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27,Show description for wind turbine Yaw functional group,"MATCH(n{name:""Yaw""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32,What are important details for the Yaw named wind turbine functional group?,"MATCH(n{name:""Yaw""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
88,Show all details of fault events relating to Yaw wind turbine functional group>,"MATCH(n:FaultEvents)-[:TYPE]-(p)-[:AFFECTS]-(q{name:""Yaw""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
89,What are different parts of the Yaw functional group for the wind turbine?,"MATCH(n{name:""Yaw""})-[:CONSISTSOF]-(p) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
90,Show specific corrective actions for fault event affecting Yaw functional group in the wind turbine,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q)-[:AFFECTS]-(r{name:""Yaw""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91,What are different fault events in the wind turbine affecting the Yaw functional group?,"MATCH(p)-[:AFFECTS]-(q{name:""Yaw""}) RETURN p",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
92,Show details of the Yaw functional group in the wind turbine?,"MATCH(n{name:""Yaw""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17,What is wind turbine functional group number for Wind Condition Alarms?,"MATCH(n{name:""Wind Condition Alarms""}) RETURN n.fno",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21,Show all details for wind turbine Wind Condition Alarms functional group,"MATCH(n{name:""Wind Condition Alarms""}) RETURN n",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
